"","Rk","Pk","Tm","Player","College","Yrs","G","TOTMP","TOTPTS","TOTTRB","TOTAST","FG%","3P%","FT%","WS","WS/48","BPM","VORP","DraftYr","MPG","PPG","RPG","APG","playerurl","DraftYear"
"1478",30,30,"GSW","Kevon Looney","UCLA",7,344,5545,1603,1600,436,0.562,0.172,0.615,18.5,0.16,-0.5,2.1,2015,16.1,4.7,4.7,1.3,"https://www.sports-reference.com/cbb/players/kevon-looney-1.html",2015
"1479",31,31,"MIN","Cedi Osman","",5,307,7593,3058,1015,654,0.42,0.349,0.719,6.6,0.042,-2.5,-1,2015,24.7,10,3.3,2.1,NA,2015
"1480",32,32,"HOU","Montrezl Harrell","Louisville",7,437,9468,5686,2338,598,0.619,0.12,0.659,39.2,0.199,2.9,11.7,2015,21.7,13,5.4,1.4,"https://www.sports-reference.com/cbb/players/montrezl-harrell-1.html",2015
"1481",33,33,"BOS","Jordan Mickey","LSU",3,64,482,152,128,17,0.449,0.118,0.605,0.5,0.05,-4.8,-0.3,2015,7.5,2.4,2,0.3,"https://www.sports-reference.com/cbb/players/jordan-mickey-1.html",2015
"1482",34,34,"LAL","Anthony Brown","Stanford",3,41,762,161,103,28,0.328,0.286,0.85,-0.2,-0.016,-5.1,-0.6,2015,18.6,3.9,2.5,0.7,"https://www.sports-reference.com/cbb/players/anthony-brown-1.html",2015
"1483",35,35,"PHI","Willy Hernangómez","",6,287,4356,2084,1677,308,0.537,0.314,0.692,13.4,0.148,0.2,2.4,2015,15.2,7.3,5.8,1.1,NA,2015
"1484",36,36,"MIN","Rakeem Christmas","Syracuse",2,30,225,63,57,4,0.467,NA,0.724,0.5,0.105,-4.7,-0.2,2015,7.5,2.1,1.9,0.1,"https://www.sports-reference.com/cbb/players/rakeem-christmas-1.html",2015
"1485",37,37,"PHI","Richaun Holmes","Bowling Green",7,372,7861,3586,2152,401,0.606,0.256,0.745,26.6,0.162,0.5,4.9,2015,21.1,9.6,5.8,1.1,"https://www.sports-reference.com/cbb/players/richaun-holmes-1.html",2015
"1486",38,38,"DET","Darrun Hilliard","Villanova",3,91,859,295,85,71,0.377,0.304,0.747,0.3,0.016,-4.7,-0.6,2015,9.4,3.2,0.9,0.8,"https://www.sports-reference.com/cbb/players/darrun-hilliard-1.html",2015
"1487",39,39,"CHA","Juan Pablo Vaulet","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,2015
"1488",40,40,"MIA","Josh Richardson","Tennessee",7,418,12533,5034,1317,1125,0.428,0.361,0.834,23,0.088,-0.5,4.9,2015,30,12,3.2,2.7,"https://www.sports-reference.com/cbb/players/josh-richardson-1.html",2015
"1489",41,41,"BRK","Pat Connaughton","Notre Dame",7,406,7483,2367,1355,505,0.447,0.366,0.791,17.6,0.113,0,3.7,2015,18.4,5.8,3.3,1.2,"https://www.sports-reference.com/cbb/players/pat-connaughton-1.html",2015
"1490",42,42,"UTA","Olivier Hanlan","Boston College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/olivier-hanlan-1.html",2015
"1491",43,43,"IND","Joe Young","Oregon",3,127,1077,429,130,119,0.393,0.296,0.768,0.4,0.016,-4.1,-0.6,2015,8.5,3.4,1,0.9,"https://www.sports-reference.com/cbb/players/joe-young-1.html",2015
"1492",44,44,"PHO","Andrew Harrison","Kentucky",3,145,2987,1012,287,399,0.373,0.294,0.779,3.2,0.051,-2.8,-0.6,2015,20.6,7,2,2.8,"https://www.sports-reference.com/cbb/players/andrew-harrison-1.html",2015
"1493",45,45,"BOS","Marcus Thornton","William & Mary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/marcus-thornton-1.html",2015
"1494",46,46,"MIL","Norman Powell","UCLA",7,419,9378,4732,1083,623,0.462,0.382,0.831,19.7,0.101,-0.2,4.3,2015,22.4,11.3,2.6,1.5,"https://www.sports-reference.com/cbb/players/norman-powell-1.html",2015
"1495",47,47,"PHI","Artūras Gudaitis","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,2015
"1496",48,48,"OKC","Dakari Johnson","Kentucky",1,31,161,55,34,8,0.564,NA,0.55,0.6,0.178,-0.3,0.1,2015,5.2,1.8,1.1,0.3,"https://www.sports-reference.com/cbb/players/dakari-johnson-1.html",2015
"1497",49,49,"WAS","Aaron White","Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/aaron-white-1.html",2015
"1498",50,50,"ATL","Marcus Eriksson","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,2015
"1499",51,51,"ORL","Tyler Harvey","Eastern Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/tyler-harvey-1.html",2015
"1500",52,52,"DAL","Satnam Singh","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,2015
"1501",53,53,"CLE","Sir'Dominic Pointer","St. John's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/sir'dominic-pointer-1.html",2015
"1502",54,54,"UTA","Dani Díez","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,2015
"1503",55,55,"SAS","Cady Lalanne","UMass",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/cady-lalanne-1.html",2015
"1504",56,56,"NOP","Branden Dawson","Michigan State",1,6,29,5,4,0,0.4,NA,1,0,0.069,-5.7,0,2015,4.8,0.8,0.7,0,"https://www.sports-reference.com/cbb/players/branden-dawson-1.html",2015
"1505",57,57,"DEN","Nikola Radičević","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,2015
"1506",58,58,"PHI","J.P. Tokoto","UNC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/j.p.-tokoto-1.html",2015
"1507",59,59,"ATL","Dimitrios Agravanis","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,2015
"1508",60,60,"PHI","Luka Mitrović","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,2015
"1509",1,1,"PHI","Ben Simmons","LSU",4,275,9326,4382,2217,2127,0.56,0.147,0.597,30.4,0.156,3.7,13.5,2016,33.9,15.9,8.1,7.7,"https://www.sports-reference.com/cbb/players/ben-simmons-1.html",2016
"1510",2,2,"LAL","Brandon Ingram","Duke",6,358,11756,6559,1832,1346,0.459,0.362,0.765,17.4,0.071,-0.5,4.6,2016,32.8,18.3,5.1,3.8,"https://www.sports-reference.com/cbb/players/brandon-ingram-1.html",2016
"1511",3,3,"BOS","Jaylen Brown","California",6,383,10918,6177,1891,741,0.47,0.373,0.712,22.5,0.099,0,5.5,2016,28.5,16.1,4.9,1.9,"https://www.sports-reference.com/cbb/players/jaylen-brown-1.html",2016
"1512",4,4,"PHO","Dragan Bender","",4,187,3755,1014,720,237,0.399,0.323,0.654,0.5,0.006,-3.9,-1.9,2016,20.1,5.4,3.9,1.3,NA,2016
"1513",5,5,"MIN","Kris Dunn","Providence",5,231,5561,1889,766,950,0.42,0.305,0.727,3.7,0.032,-1.9,0.1,2016,24.1,8.2,3.3,4.1,"https://www.sports-reference.com/cbb/players/kris-dunn-1.html",2016
"1514",6,6,"NOP","Buddy Hield","Oklahoma",6,446,12906,7070,1895,1076,0.429,0.399,0.863,16.5,0.061,0.2,7.2,2016,28.9,15.9,4.2,2.4,"https://www.sports-reference.com/cbb/players/buddy-hield-1.html",2016
"1515",7,7,"DEN","Jamal Murray","Kentucky",5,345,10384,5639,1258,1322,0.446,0.367,0.878,20.8,0.096,0.3,6,2016,30.1,16.3,3.6,3.8,"https://www.sports-reference.com/cbb/players/jamal-murray-1.html",2016
"1516",8,8,"SAC","Marquese Chriss","Washington",6,281,5248,2167,1343,293,0.456,0.29,0.666,6.2,0.056,-2.3,-0.4,2016,18.7,7.7,4.8,1,"https://www.sports-reference.com/cbb/players/marquese-chriss-1.html",2016
"1517",9,9,"TOR","Jakob Poeltl","Utah",6,397,7853,2762,2339,550,0.627,0.667,0.514,27,0.165,1,6,2016,19.8,7,5.9,1.4,"https://www.sports-reference.com/cbb/players/jakob-poeltl-1.html",2016
"1518",10,10,"MIL","Thon Maker","",5,263,3624,1216,726,161,0.435,0.327,0.68,6.6,0.087,-2.1,-0.1,2016,13.8,4.6,2.8,0.6,NA,2016
"1519",11,11,"ORL","Domantas Sabonis","Gonzaga",6,404,11431,5747,3676,1428,0.533,0.32,0.727,34.1,0.143,1.7,10.8,2016,28.3,14.2,9.1,3.5,"https://www.sports-reference.com/cbb/players/domantas-sabonis-1.html",2016
"1520",12,12,"UTA","Taurean Prince","Baylor",6,348,8480,3667,1378,619,0.414,0.372,0.819,7.4,0.042,-1.9,0.3,2016,24.4,10.5,4,1.8,"https://www.sports-reference.com/cbb/players/taurean-prince-1.html",2016
"1521",13,13,"PHO","Georgios Papagiannis","",2,39,477,160,123,29,0.514,0,0.857,0.4,0.044,-3.9,-0.2,2016,12.2,4.1,3.2,0.7,NA,2016
"1522",14,14,"CHI","Denzel Valentine","Michigan State",5,256,4817,1795,857,466,0.394,0.36,0.787,4.5,0.045,-1.8,0.2,2016,18.8,7,3.3,1.8,"https://www.sports-reference.com/cbb/players/denzel-valentine-1.html",2016
"1523",15,15,"DEN","Juancho Hernangómez","",6,282,4362,1487,948,177,0.424,0.345,0.693,7.1,0.079,-2,0,2016,15.5,5.3,3.4,0.6,NA,2016
"1524",16,16,"BOS","Guerschon Yabusele","",2,74,486,173,105,31,0.442,0.323,0.682,1.1,0.105,-1.9,0,2016,6.6,2.3,1.4,0.4,NA,2016
"1525",17,17,"MEM","Wade Baldwin","Vanderbilt",3,56,579,174,69,78,0.355,0.25,0.776,-0.3,-0.028,-5.3,-0.5,2016,10.3,3.1,1.2,1.4,"https://www.sports-reference.com/cbb/players/wade-baldwin-1.html",2016
"1526",18,18,"DET","Henry Ellenson","Marquette",5,83,787,342,206,49,0.371,0.336,0.773,0.4,0.023,-3.7,-0.3,2016,9.5,4.1,2.5,0.6,"https://www.sports-reference.com/cbb/players/henry-ellenson-1.html",2016
"1527",19,19,"DEN","Malik Beasley","Florida State",6,316,6545,3239,774,388,0.429,0.38,0.808,9,0.066,-1.2,1.4,2016,20.7,10.3,2.4,1.2,"https://www.sports-reference.com/cbb/players/malik-beasley-1.html",2016
"1528",20,20,"IND","Caris LeVert","Michigan",6,303,8318,4444,1158,1197,0.436,0.333,0.737,11.6,0.067,-0.4,3.4,2016,27.5,14.7,3.8,4,"https://www.sports-reference.com/cbb/players/caris-levert-1.html",2016
"1529",21,21,"ATL","DeAndre' Bembry","Saint Joseph's",6,288,5593,1744,939,527,0.475,0.283,0.611,4.4,0.038,-2.3,-0.4,2016,19.4,6.1,3.3,1.8,"https://www.sports-reference.com/cbb/players/deandre'-bembry-1.html",2016
"1530",22,22,"CHA","Malachi Richardson","Syracuse",3,70,625,198,70,24,0.358,0.301,0.783,-0.1,-0.009,-6.1,-0.7,2016,8.9,2.8,1,0.3,"https://www.sports-reference.com/cbb/players/malachi-richardson-1.html",2016
"1531",23,23,"BOS","Ante Žižić","",3,113,1517,674,446,64,0.581,NA,0.711,3.5,0.11,-2.6,-0.2,2016,13.4,6,3.9,0.6,NA,2016
"1532",24,24,"PHI","Timothé Luwawu-Cabarrot","",6,312,5021,1859,623,279,0.39,0.334,0.828,4.3,0.041,-4.1,-2.6,2016,16.1,6,2,0.9,NA,2016
"1533",25,25,"LAC","Brice Johnson","UNC",2,21,107,47,34,3,0.449,0,0.6,0.1,0.062,-0.6,0,2016,5.1,2.2,1.6,0.1,"https://www.sports-reference.com/cbb/players/brice-johnson-1.html",2016
"1534",26,26,"PHI","Furkan Korkmaz","",5,240,4603,1961,553,333,0.407,0.359,0.773,7.3,0.076,-1.6,0.5,2016,19.2,8.2,2.3,1.4,NA,2016
"1535",27,27,"TOR","Pascal Siakam","New Mexico State",6,376,10866,5703,2323,1110,0.489,0.328,0.774,30.2,0.134,1.5,9.7,2016,28.9,15.2,6.2,3,"https://www.sports-reference.com/cbb/players/pascal-siakam-1.html",2016
"1536",28,28,"PHO","Skal Labissière","Kentucky",4,148,2595,1069,662,152,0.492,0.353,0.748,4.4,0.081,-2.3,-0.2,2016,17.5,7.2,4.5,1,"https://www.sports-reference.com/cbb/players/skal-labissière-1.html",2016
"1537",29,29,"SAS","Dejounte Murray","Washington",5,304,7681,3591,1789,1399,0.454,0.328,0.758,14.8,0.092,1.5,6.7,2016,25.3,11.8,5.9,4.6,"https://www.sports-reference.com/cbb/players/dejounte-murray-1.html",2016
"1538",30,30,"GSW","Damian Jones","Vanderbilt",6,180,2582,896,585,136,0.661,0.286,0.7,7.6,0.141,-1.3,0.4,2016,14.3,5,3.3,0.8,"https://www.sports-reference.com/cbb/players/damian-jones-1.html",2016
"1539",31,31,"BOS","Deyonta Davis","Michigan State",3,107,1299,454,346,47,0.599,0,0.635,3.6,0.131,-2.1,0,2016,12.1,4.2,3.2,0.4,"https://www.sports-reference.com/cbb/players/deyonta-davis-1.html",2016
"1540",32,32,"LAL","Ivica Zubac","",6,339,6327,2750,2148,367,0.598,0.1,0.753,24.1,0.183,0.6,4.2,2016,18.7,8.1,6.3,1.1,NA,2016
"1541",33,33,"LAC","Cheick Diallo","Kansas",5,183,2186,958,759,78,0.596,0.286,0.774,6.3,0.139,-1.4,0.3,2016,11.9,5.2,4.1,0.4,"https://www.sports-reference.com/cbb/players/cheick-diallo-1.html",2016
"1542",34,34,"PHO","Tyler Ulis","Kentucky",3,133,2782,998,223,537,0.403,0.28,0.808,0.5,0.008,-3.6,-1.1,2016,20.9,7.5,1.7,4,"https://www.sports-reference.com/cbb/players/tyler-ulis-1.html",2016
"1543",35,35,"BOS","Rade Zagorac","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,2016
"1544",36,36,"MIL","Malcolm Brogdon","Virginia",6,325,9780,4991,1357,1550,0.464,0.377,0.883,23.8,0.117,1.1,7.7,2016,30.1,15.4,4.2,4.8,"https://www.sports-reference.com/cbb/players/malcolm-brogdon-1.html",2016
"1545",37,37,"HOU","Chinanu Onuaku","Louisville",2,6,74,18,14,4,0.583,NA,1,0.1,0.043,-5.4,-0.1,2016,12.3,3,2.3,0.7,"https://www.sports-reference.com/cbb/players/chinanu-onuaku-1.html",2016
"1546",38,38,"MIL","Patrick McCaw","UNLV",5,199,3373,760,319,270,0.42,0.305,0.785,4.4,0.062,-2.8,-0.6,2016,16.9,3.8,1.6,1.4,"https://www.sports-reference.com/cbb/players/patrick-mccaw-1.html",2016
"1547",39,39,"NOP","David Michineau","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,2016
"1548",40,40,"NOP","Diamond Stone","Maryland",1,7,24,10,6,0,0.231,NA,1,-0.1,-0.211,-20.8,-0.1,2016,3.4,1.4,0.9,0,"https://www.sports-reference.com/cbb/players/diamond-stone-1.html",2016
"1549",41,41,"ORL","Stephen Zimmerman","UNLV",1,19,108,23,35,4,0.323,NA,0.6,0,-0.005,-8.3,-0.2,2016,5.7,1.2,1.8,0.2,"https://www.sports-reference.com/cbb/players/stephen-zimmerman-1.html",2016
"1550",42,42,"UTA","Isaiah Whitehead","Seton Hall",2,89,1823,643,210,212,0.411,0.305,0.788,-0.9,-0.025,-5,-1.4,2016,20.5,7.2,2.4,2.4,"https://www.sports-reference.com/cbb/players/isaiah-whitehead-1.html",2016
"1551",43,43,"HOU","Zhou Qi","",2,19,125,24,22,2,0.212,0.105,0.667,-0.2,-0.093,-9.6,-0.2,2016,6.6,1.3,1.2,0.1,NA,2016
"1552",44,44,"ATL","Isaïa Cordinier","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,2016
"1553",45,45,"BOS","Demetrius Jackson","Notre Dame",3,26,136,48,19,17,0.486,0.286,0.667,0.2,0.087,-0.5,0.1,2016,5.2,1.8,0.7,0.7,"https://www.sports-reference.com/cbb/players/demetrius-jackson-1.html",2016
"1554",46,46,"DAL","A.J. Hammons","Purdue",1,22,163,48,36,4,0.405,0.5,0.45,0,-0.001,-6.6,-0.2,2016,7.4,2.2,1.6,0.2,"https://www.sports-reference.com/cbb/players/a.j.-hammons-1.html",2016
"1555",47,47,"ORL","Jake Layman","Maryland",6,232,3037,1140,405,125,0.459,0.297,0.72,3.7,0.058,-2.3,-0.2,2016,13.1,4.9,1.7,0.5,"https://www.sports-reference.com/cbb/players/jake-layman-1.html",2016
"1556",48,48,"CHI","Paul Zipser","",2,98,1667,458,256,82,0.371,0.335,0.769,0,-0.001,-5.2,-1.4,2016,17,4.7,2.6,0.8,NA,2016
"1557",49,49,"DET","Michael Gbinije","Syracuse",1,9,32,4,3,2,0.1,0,1,-0.1,-0.136,-12.1,-0.1,2016,3.6,0.4,0.3,0.2,"https://www.sports-reference.com/cbb/players/michael-gbinije-1.html",2016
"1558",50,50,"IND","Georges Niang","Iowa State",6,283,3981,1667,563,228,0.435,0.402,0.865,7.4,0.089,-1.1,0.9,2016,14.1,5.9,2,0.8,"https://www.sports-reference.com/cbb/players/georges-niang-1.html",2016
"1559",51,51,"BOS","Ben Bentil","Providence",1,3,10,0,2,0,0,0,NA,-0.1,-0.473,-25.9,-0.1,2016,3.3,0,0.7,0,"https://www.sports-reference.com/cbb/players/ben-bentil-1.html",2016
"1560",52,52,"UTA","Joel Bolomboy","Weber State",2,18,91,31,27,2,0.545,0.2,0.5,0.3,0.132,-0.1,0,2016,5.1,1.7,1.5,0.1,"https://www.sports-reference.com/cbb/players/joel-bolomboy-1.html",2016
"1561",53,53,"DEN","Petr Cornelie","",1,13,38,14,14,3,0.333,0.125,0.75,0,-0.008,-8.7,-0.1,2016,2.9,1.1,1.1,0.2,NA,2016
"1562",54,54,"ATL","Kay Felder","Oakland",2,58,526,223,59,78,0.364,0.268,0.754,-0.4,-0.041,-4.7,-0.4,2016,9.1,3.8,1,1.3,"https://www.sports-reference.com/cbb/players/kay-felder-1.html",2016
"1563",55,55,"BRK","Marcus Paige","UNC",1,5,28,12,4,3,0.286,0.25,1,0,-0.006,-8.8,0,2016,5.6,2.4,0.8,0.6,"https://www.sports-reference.com/cbb/players/marcus-paige-1.html",2016
"1564",56,56,"DEN","Daniel Hamilton","UConn",2,25,232,69,52,30,0.394,0.357,0.5,0,0,-3.3,-0.1,2016,9.3,2.8,2.1,1.2,"https://www.sports-reference.com/cbb/players/daniel-hamilton-1.html",2016
"1565",57,57,"MEM","Wang Zhelin","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,2016
"1566",58,58,"BOS","Abdel Nader","Iowa State",5,202,2583,926,376,110,0.428,0.357,0.718,2.8,0.052,-2.6,-0.4,2016,12.8,4.6,1.9,0.5,"https://www.sports-reference.com/cbb/players/abdel-nader-1.html",2016
"1567",59,59,"SAC","Isaiah Cousins","Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/isaiah-cousins-1.html",2016
"1568",60,60,"UTA","Tyrone Wallace","California",3,106,1639,549,228,126,0.425,0.203,0.671,0.2,0.006,-5.1,-1.3,2016,15.5,5.2,2.2,1.2,"https://www.sports-reference.com/cbb/players/tyrone-wallace-1.html",2016
"1569",1,1,"PHI","Markelle Fultz","Washington",4,113,2891,1228,376,524,0.447,0.265,0.695,3.1,0.052,-2.2,-0.2,2017,25.6,10.9,3.3,4.6,"https://www.sports-reference.com/cbb/players/markelle-fultz-1.html",2017
"1570",2,2,"LAL","Lonzo Ball","UCLA",5,252,8187,2995,1447,1563,0.4,0.364,0.578,11.7,0.068,1.1,6.3,2017,32.5,11.9,5.7,6.2,"https://www.sports-reference.com/cbb/players/lonzo-ball-1.html",2017
"1571",3,3,"BOS","Jayson Tatum","Duke",5,345,11473,7033,2280,1005,0.453,0.38,0.842,31.5,0.132,2.4,12.9,2017,33.3,20.4,6.6,2.9,"https://www.sports-reference.com/cbb/players/jayson-tatum-1.html",2017
"1572",4,4,"PHO","Josh Jackson","Kansas",5,280,6598,3224,1141,529,0.417,0.293,0.679,-1.6,-0.012,-3.8,-2.9,2017,23.6,11.5,4.1,1.9,"https://www.sports-reference.com/cbb/players/josh-jackson-1.html",2017
"1573",5,5,"SAC","De'Aaron Fox","Kentucky",5,311,9894,5826,1094,1922,0.459,0.317,0.725,15,0.073,0,4.9,2017,31.8,18.7,3.5,6.2,"https://www.sports-reference.com/cbb/players/de'aaron-fox-1.html",2017
"1574",6,6,"ORL","Jonathan Isaac","Florida State",3,136,3512,1269,741,146,0.435,0.33,0.797,6.7,0.091,0.2,2,2017,25.8,9.3,5.4,1.1,"https://www.sports-reference.com/cbb/players/jonathan-isaac-1.html",2017
"1575",7,7,"MIN","Lauri Markkanen","Arizona",5,259,7659,3955,1761,329,0.439,0.363,0.847,14.7,0.092,-0.1,3.6,2017,29.6,15.3,6.8,1.3,"https://www.sports-reference.com/cbb/players/lauri-markkanen-1.html",2017
"1576",8,8,"NYK","Frank Ntilikina","",5,258,4708,1356,479,616,0.368,0.33,0.774,0.3,0.003,-4.2,-2.6,2017,18.2,5.3,1.9,2.4,NA,2017
"1577",9,9,"DAL","Dennis Smith Jr.","NC State",5,216,5152,2317,636,917,0.402,0.312,0.652,-0.3,-0.003,-2.3,-0.4,2017,23.9,10.7,2.9,4.2,"https://www.sports-reference.com/cbb/players/dennis-smith-jr.-1.html",2017
"1578",10,10,"SAC","Zach Collins","Gonzaga",4,159,2773,910,640,150,0.444,0.327,0.717,4,0.069,-2.6,-0.4,2017,17.4,5.7,4,0.9,"https://www.sports-reference.com/cbb/players/zach-collins-1.html",2017
"1579",11,11,"CHA","Malik Monk","Kentucky",5,285,5567,2802,633,536,0.418,0.353,0.829,4.7,0.041,-2.1,-0.1,2017,19.5,9.8,2.2,1.9,"https://www.sports-reference.com/cbb/players/malik-monk-1.html",2017
"1580",12,12,"DET","Luke Kennard","Duke",5,277,6442,2724,792,570,0.449,0.422,0.864,13.1,0.098,-0.3,2.9,2017,23.3,9.8,2.9,2.1,"https://www.sports-reference.com/cbb/players/luke-kennard-1.html",2017
"1581",13,13,"DEN","Donovan Mitchell","Louisville",5,324,10906,7685,1345,1423,0.441,0.36,0.835,27.3,0.12,2.4,12.2,2017,33.7,23.7,4.2,4.4,"https://www.sports-reference.com/cbb/players/donovan-mitchell-1.html",2017
"1582",14,14,"MIA","Bam Adebayo","Kentucky",5,321,8975,4182,2634,1118,0.553,0.146,0.74,32.1,0.172,2.8,10.9,2017,28,13,8.2,3.5,"https://www.sports-reference.com/cbb/players/bam-adebayo-1.html",2017
"1583",15,15,"POR","Justin Jackson","UNC",5,255,4779,1656,637,276,0.426,0.321,0.799,5.3,0.053,-2.8,-1,2017,18.7,6.5,2.5,1.1,"https://www.sports-reference.com/cbb/players/justin-jackson-1.html",2017
"1584",16,16,"CHI","Justin Patton","Creighton",4,22,296,86,60,19,0.404,0.25,0.667,0.4,0.066,-2.8,-0.1,2017,13.5,3.9,2.7,0.9,"https://www.sports-reference.com/cbb/players/justin-patton-1.html",2017
"1585",17,17,"MIL","D.J. Wilson","Michigan",5,145,1797,641,450,107,0.417,0.327,0.618,2.8,0.073,-2.6,-0.3,2017,12.4,4.4,3.1,0.7,"https://www.sports-reference.com/cbb/players/d.j.-wilson-1.html",2017
"1586",18,18,"IND","T.J. Leaf","UCLA",4,146,1238,477,283,43,0.492,0.341,0.585,2.7,0.104,-1.8,0.1,2017,8.5,3.3,1.9,0.3,"https://www.sports-reference.com/cbb/players/t.j.-leaf-1.html",2017
"1587",19,19,"ATL","John Collins","Wake Forest",5,289,8389,4800,2416,451,0.562,0.382,0.78,28.3,0.162,1.5,7.5,2017,29,16.6,8.4,1.6,"https://www.sports-reference.com/cbb/players/john-collins-1.html",2017
"1588",20,20,"POR","Harry Giles","Duke",3,142,1835,832,543,174,0.511,0.258,0.671,3,0.079,-2.4,-0.2,2017,12.9,5.9,3.8,1.2,"https://www.sports-reference.com/cbb/players/harry-giles-1.html",2017
"1589",21,21,"OKC","Terrance Ferguson","",4,204,4000,924,263,144,0.404,0.334,0.753,4.4,0.053,-4,-2.1,2017,19.6,4.5,1.3,0.7,NA,2017
"1590",22,22,"BRK","Jarrett Allen","Texas",5,335,8883,3851,2913,466,0.623,0.189,0.698,34.6,0.187,1.7,8.3,2017,26.5,11.5,8.7,1.4,"https://www.sports-reference.com/cbb/players/jarrett-allen-1.html",2017
"1591",23,23,"TOR","OG Anunoby","Indiana",5,295,7873,3056,1213,414,0.469,0.369,0.706,16.8,0.103,0,4,2017,26.7,10.4,4.1,1.4,"https://www.sports-reference.com/cbb/players/og-anunoby-1.html",2017
"1592",24,24,"UTA","Tyler Lydon","Syracuse",2,26,96,23,18,6,0.5,0.4,0.333,0.2,0.084,-4.3,-0.1,2017,3.7,0.9,0.7,0.2,"https://www.sports-reference.com/cbb/players/tyler-lydon-1.html",2017
"1593",25,25,"ORL","Anžejs Pasečņiks","",2,28,443,156,108,19,0.521,0,0.586,0.4,0.038,-6.2,-0.5,2017,15.8,5.6,3.9,0.7,NA,2017
"1594",26,26,"POR","Caleb Swanigan","Purdue",3,75,655,169,218,56,0.438,0.118,0.614,-0.2,-0.015,-6.2,-0.7,2017,8.7,2.3,2.9,0.7,"https://www.sports-reference.com/cbb/players/caleb-swanigan-1.html",2017
"1595",27,27,"BRK","Kyle Kuzma","Utah",5,331,10020,5103,2038,696,0.448,0.338,0.722,14.3,0.069,-1,2.5,2017,30.3,15.4,6.2,2.1,"https://www.sports-reference.com/cbb/players/kyle-kuzma-1.html",2017
"1596",28,28,"LAL","Tony Bradley","UNC",5,157,1912,748,699,84,0.635,0.429,0.675,7.3,0.184,0.3,1.1,2017,12.2,4.8,4.5,0.5,"https://www.sports-reference.com/cbb/players/tony-bradley-1.html",2017
"1597",29,29,"SAS","Derrick White","Colorado",5,241,6215,2790,793,929,0.444,0.341,0.834,13.9,0.107,1.3,5.2,2017,25.8,11.6,3.3,3.9,"https://www.sports-reference.com/cbb/players/derrick-white-1.html",2017
"1598",30,30,"UTA","Josh Hart","Villanova",5,286,7763,2731,1646,571,0.448,0.348,0.736,15.1,0.094,-0.4,3.1,2017,27.1,9.5,5.8,2,"https://www.sports-reference.com/cbb/players/josh-hart-1.html",2017
"1599",31,31,"CHA","Frank Jackson","Duke",4,203,3672,1724,372,207,0.426,0.338,0.774,2.3,0.03,-3.8,-1.7,2017,18.1,8.5,1.8,1,"https://www.sports-reference.com/cbb/players/frank-jackson-1.html",2017
